time,system_name,crd
40,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
49,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
33,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
35,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
33,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
45,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
65,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
45,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
33,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
43,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
37,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
26,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
52,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
63,ApoNotSoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
7,ApoNotSoSimple,"CR7 (Data Class) - A class contains only crude methods"
5,ApoNotSoSimple,"CR7 (Data Class) - A class contains only crude methods"
6,ApoNotSoSimple,"CR7 (Data Class) - A class contains only crude methods"
5,ApoNotSoSimple,"CR7 (Data Class) - A class contains only crude methods"
16,ApoNotSoSimple,"CR7 (Data Class) - A class contains only crude methods"
11,ApoNotSoSimple,"CR7 (Data Class) - A class contains only crude methods"
8,ApoNotSoSimple,"CR7 (Data Class) - A class contains only crude methods"
7,ApoNotSoSimple,"CR7 (Data Class) - A class contains only crude methods"
9,ApoNotSoSimple,"CR7 (Data Class) - A class contains only crude methods"
140,ApoNotSoSimple,"CR7 (Data Class) - A class contains only crude methods"
6,ApoNotSoSimple,"CR7 (Data Class) - A class contains only crude methods"
1691,ApoPongBeat,"CR1 (Large Class) - A class has many fields"
9,ApoPongBeat,"CR1 (Large Class) - A class has many fields"
41,ApoPongBeat,"CR2 (Large Class) - A class has many methods"
10,ApoPongBeat,"CR2 (Large Class) - A class has many methods"
28,ApoPongBeat,"CR2 (Large Class) - A class has many methods"
4,ApoPongBeat,"CR2 (Large Class) - A class has many methods"
4,ApoPongBeat,"CR2 (Large Class) - A class has many methods"
8,ApoPongBeat,"CR2 (Large Class) - A class has many methods"
38,ApoPongBeat,"CR2 (Large Class) - A class has many methods"
32,ApoPongBeat,"CR2 (Large Class) - A class has many methods"
7,ApoPongBeat,"CR3 (Long Methods) - A method contains too many lines of code."
6,ApoPongBeat,"CR3 (Long Methods) - A method contains too many lines of code."
396,ApoPongBeat,"CR3 (Long Methods) - A method contains too many lines of code."
8,ApoPongBeat,"CR3 (Long Methods) - A method contains too many lines of code."
6,ApoPongBeat,"CR3 (Long Methods) - A method contains too many lines of code."
7,ApoPongBeat,"CR3 (Long Methods) - A method contains too many lines of code."
41,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
56,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
35,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
42,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
45,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
35,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
52,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
39,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
56,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
31,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
32,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
54,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
41,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
64,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
37,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
57,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
50,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
73,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
29,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
78,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
87,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
49,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
67,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
49,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
42,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
66,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
44,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
57,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
41,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
26,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
25,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
25,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
49,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
62,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
57,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
59,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
23,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
63,ApoPongBeat,"CR4 (Long Parameter List) - A method contains too many parameters."
7,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
9,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
9,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
11,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
14,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
16,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
9,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
8,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
16,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
10,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
5,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
9,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
5,ApoPongBeat,"CR7 (Data Class) - A class contains only crude methods"
5,ApoRelax,"CR1 (Large Class) - A class has many fields"
1224,ApoRelax,"CR1 (Large Class) - A class has many fields"
9,ApoRelax,"CR1 (Large Class) - A class has many fields"
7,ApoRelax,"CR2 (Large Class) - A class has many methods"
24,ApoRelax,"CR2 (Large Class) - A class has many methods"
27,ApoRelax,"CR2 (Large Class) - A class has many methods"
424,ApoRelax,"CR2 (Large Class) - A class has many methods"
5,ApoRelax,"CR2 (Large Class) - A class has many methods"
6,ApoRelax,"CR2 (Large Class) - A class has many methods"
41,ApoRelax,"CR2 (Large Class) - A class has many methods"
47,ApoRelax,"CR2 (Large Class) - A class has many methods"
5,ApoRelax,"CR2 (Large Class) - A class has many methods"
394,ApoRelax,"CR3 (Long Methods) - A method contains too many lines of code."
6,ApoRelax,"CR3 (Long Methods) - A method contains too many lines of code."
740,ApoRelax,"CR3 (Long Methods) - A method contains too many lines of code."
7,ApoRelax,"CR3 (Long Methods) - A method contains too many lines of code."
401,ApoRelax,"CR3 (Long Methods) - A method contains too many lines of code."
7,ApoRelax,"CR3 (Long Methods) - A method contains too many lines of code."
349,ApoRelax,"CR3 (Long Methods) - A method contains too many lines of code."
511,ApoRelax,"CR3 (Long Methods) - A method contains too many lines of code."
9,ApoRelax,"CR3 (Long Methods) - A method contains too many lines of code."
312,ApoRelax,"CR3 (Long Methods) - A method contains too many lines of code."
6039,ApoRelax,"CR3 (Long Methods) - A method contains too many lines of code."
61,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
58,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
48,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
42,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
39,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
39,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
49,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
69,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
49,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
55,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
70,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
51,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
55,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
38,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
78,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
63,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
49,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
44,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
49,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
49,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
29,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
22,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
64,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
47,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
56,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
49,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
44,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
84,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
64,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
26,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
55,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
41,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
33,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
67,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
40,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
93,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
40,ApoRelax,"CR4 (Long Parameter List) - A method contains too many parameters."
9,ApoRelax,"CR7 (Data Class) - A class contains only crude methods"
6,ApoRelax,"CR7 (Data Class) - A class contains only crude methods"
11,ApoRelax,"CR7 (Data Class) - A class contains only crude methods"
15,ApoRelax,"CR7 (Data Class) - A class contains only crude methods"
5,ApoRelax,"CR7 (Data Class) - A class contains only crude methods"
11,ApoRelax,"CR7 (Data Class) - A class contains only crude methods"
13,ApoRelax,"CR7 (Data Class) - A class contains only crude methods"
7,ApoRelax,"CR7 (Data Class) - A class contains only crude methods"
14,ApoRelax,"CR7 (Data Class) - A class contains only crude methods"
12,ApoRelax,"CR7 (Data Class) - A class contains only crude methods"
26,ApoSimple,"CR1 (Large Class) - A class has many fields"
5,ApoSimple,"CR1 (Large Class) - A class has many fields"
63,ApoSimple,"CR1 (Large Class) - A class has many fields"
53,ApoSimple,"CR1 (Large Class) - A class has many fields"
12,ApoSimple,"CR1 (Large Class) - A class has many fields"
5,ApoSimple,"CR1 (Large Class) - A class has many fields"
4,ApoSimple,"CR1 (Large Class) - A class has many fields"
21,ApoSimple,"CR2 (Large Class) - A class has many methods"
6,ApoSimple,"CR2 (Large Class) - A class has many methods"
6,ApoSimple,"CR2 (Large Class) - A class has many methods"
18,ApoSimple,"CR2 (Large Class) - A class has many methods"
68,ApoSimple,"CR2 (Large Class) - A class has many methods"
34,ApoSimple,"CR2 (Large Class) - A class has many methods"
58,ApoSimple,"CR2 (Large Class) - A class has many methods"
3,ApoSimple,"CR2 (Large Class) - A class has many methods"
38,ApoSimple,"CR2 (Large Class) - A class has many methods"
6,ApoSimple,"CR2 (Large Class) - A class has many methods"
43,ApoSimple,"CR2 (Large Class) - A class has many methods"
8,ApoSimple,"CR2 (Large Class) - A class has many methods"
71,ApoSimple,"CR2 (Large Class) - A class has many methods"
28,ApoSimple,"CR2 (Large Class) - A class has many methods"
63,ApoSimple,"CR2 (Large Class) - A class has many methods"
6,ApoSimple,"CR2 (Large Class) - A class has many methods"
31,ApoSimple,"CR3 (Long Methods) - A method contains too many lines of code."
21,ApoSimple,"CR3 (Long Methods) - A method contains too many lines of code."
28,ApoSimple,"CR3 (Long Methods) - A method contains too many lines of code."
6,ApoSimple,"CR3 (Long Methods) - A method contains too many lines of code."
4,ApoSimple,"CR3 (Long Methods) - A method contains too many lines of code."
7,ApoSimple,"CR3 (Long Methods) - A method contains too many lines of code."
6,ApoSimple,"CR3 (Long Methods) - A method contains too many lines of code."
27,ApoSimple,"CR3 (Long Methods) - A method contains too many lines of code."
41,ApoSimple,"CR3 (Long Methods) - A method contains too many lines of code."
46,ApoSimple,"CR3 (Long Methods) - A method contains too many lines of code."
61,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
17,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
14,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
22,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
24,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
22,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
10,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
15,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
8,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
16,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
33,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
11,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
29,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
16,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
14,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
25,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
12,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
20,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
28,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
18,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
14,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
12,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
9,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
12,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
10,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
19,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
11,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
10,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
12,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
11,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
10,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
15,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
19,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
11,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
10,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
15,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
9,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
17,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
14,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
20,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
8,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
14,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
26,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
15,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
12,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
11,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
13,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
12,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
17,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
7,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
16,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
8,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
19,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
14,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
12,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
10,ApoSimple,"CR4 (Long Parameter List) - A method contains too many parameters."
11,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
6,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
23,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
20,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
13,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
6,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
6,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
55,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
12,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
155,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
21,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
13,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
10,ApoSimple,"CR7 (Data Class) - A class contains only crude methods"
4,ApoSimpleSudoku,"CR1 (Large Class) - A class has many fields"
4,ApoSimpleSudoku,"CR2 (Large Class) - A class has many methods"
28,ApoSimpleSudoku,"CR2 (Large Class) - A class has many methods"
38,ApoSimpleSudoku,"CR2 (Large Class) - A class has many methods"
34,ApoSimpleSudoku,"CR2 (Large Class) - A class has many methods"
9,ApoSimpleSudoku,"CR2 (Large Class) - A class has many methods"
23,ApoSimpleSudoku,"CR2 (Large Class) - A class has many methods"
4,ApoSimpleSudoku,"CR2 (Large Class) - A class has many methods"
4,ApoSimpleSudoku,"CR3 (Long Methods) - A method contains too many lines of code."
7,ApoSimpleSudoku,"CR3 (Long Methods) - A method contains too many lines of code."
4,ApoSimpleSudoku,"CR3 (Long Methods) - A method contains too many lines of code."
43,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
25,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
29,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
44,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
51,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
62,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
36,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
43,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
54,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
59,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
62,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
25,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
55,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
135,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
68,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
81,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
75,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
34,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
61,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
23,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
36,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
32,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
70,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
76,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
58,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
37,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
44,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
32,ApoSimpleSudoku,"CR4 (Long Parameter List) - A method contains too many parameters."
16,ApoSimpleSudoku,"CR7 (Data Class) - A class contains only crude methods"
8,ApoSimpleSudoku,"CR7 (Data Class) - A class contains only crude methods"
16,ApoSimpleSudoku,"CR7 (Data Class) - A class contains only crude methods"
6,ApoSimpleSudoku,"CR7 (Data Class) - A class contains only crude methods"
15,ApoSimpleSudoku,"CR7 (Data Class) - A class contains only crude methods"
9,ApoSimpleSudoku,"CR7 (Data Class) - A class contains only crude methods"
8,ApoSimpleSudoku,"CR7 (Data Class) - A class contains only crude methods"
6,ApoSimpleSudoku,"CR7 (Data Class) - A class contains only crude methods"
7,ApoSimpleSudoku,"CR7 (Data Class) - A class contains only crude methods"
101,ApoSimpleSudoku,"CR7 (Data Class) - A class contains only crude methods"
2113,ApoStarz,"CR1 (Large Class) - A class has many fields"
449,ApoStarz,"CR1 (Large Class) - A class has many fields"
5,ApoStarz,"CR1 (Large Class) - A class has many fields"
7,ApoStarz,"CR2 (Large Class) - A class has many methods"
10,ApoStarz,"CR2 (Large Class) - A class has many methods"
5,ApoStarz,"CR2 (Large Class) - A class has many methods"
7,ApoStarz,"CR2 (Large Class) - A class has many methods"
22,ApoStarz,"CR2 (Large Class) - A class has many methods"
35,ApoStarz,"CR2 (Large Class) - A class has many methods"
47,ApoStarz,"CR2 (Large Class) - A class has many methods"
5,ApoStarz,"CR3 (Long Methods) - A method contains too many lines of code."
568,ApoStarz,"CR3 (Long Methods) - A method contains too many lines of code."
9,ApoStarz,"CR3 (Long Methods) - A method contains too many lines of code."
89,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
53,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
42,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
80,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
134,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
84,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
48,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
88,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
68,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
54,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
52,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
54,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
58,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
70,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
81,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
87,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
25,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
25,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
36,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
31,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
83,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
28,ApoStarz,"CR4 (Long Parameter List) - A method contains too many parameters."
25,ApoStarz,"CR7 (Data Class) - A class contains only crude methods"
8,ApoStarz,"CR7 (Data Class) - A class contains only crude methods"
8,ApoStarz,"CR7 (Data Class) - A class contains only crude methods"
14,ApoStarz,"CR7 (Data Class) - A class contains only crude methods"
10,ApoStarz,"CR7 (Data Class) - A class contains only crude methods"
33,ApoStarz,"CR7 (Data Class) - A class contains only crude methods"
10,ApoStarz,"CR7 (Data Class) - A class contains only crude methods"
10,ApoStarz,"CR7 (Data Class) - A class contains only crude methods"
5,ApoStarz,"CR7 (Data Class) - A class contains only crude methods"
12,TutorVolley,"CR7 (Data Class) - A class contains only crude methods"
11,TutorVolley,"CR7 (Data Class) - A class contains only crude methods"
24,TutorVolley,"CR7 (Data Class) - A class contains only crude methods"
9,TutorVolley,"CR7 (Data Class) - A class contains only crude methods"
11,TutorVolley,"CR7 (Data Class) - A class contains only crude methods"
52,ApoClock,"CR2 (Large Class) - A class has many methods"
8,ApoClock,"CR2 (Large Class) - A class has many methods"
10,ApoClock,"CR3 (Long Methods) - A method contains too many lines of code."
9,ApoClock,"CR3 (Long Methods) - A method contains too many lines of code."
433,ApoClock,"CR3 (Long Methods) - A method contains too many lines of code."
41,ApoClock,"CR4 (Long Parameter List) - A method contains too many parameters."
41,ApoClock,"CR4 (Long Parameter List) - A method contains too many parameters."
54,ApoClock,"CR4 (Long Parameter List) - A method contains too many parameters."
72,ApoClock,"CR4 (Long Parameter List) - A method contains too many parameters."
42,ApoClock,"CR4 (Long Parameter List) - A method contains too many parameters."
33,ApoClock,"CR4 (Long Parameter List) - A method contains too many parameters."
